0,0,7,19.2,1024.4
1,125,8,19.2,1024.4
2,275,9,19.2,1024.4
3,375,10,19.2,1024.4
4,525,11,19.2,1024.4
5,625,12,19.2,1024.4
6,775,13,19.2,1024.4
7,875,14,19.2,1024.4
8,1025,15,19.2,1024.4
9,1125,1,19.2,1024.3
10,1275,2,19.2,1024.4
11,1375,3,19.2,1024.4
12,1525,4,19.2,1024.3
13,1625,5,19.2,1024.4
14,1750,6,19.2,1024.4
15,1900,7,19.2,1024.4
16,2000,8,19.2,1024.3
17,2150,9,19.2,1024.4
18,2250,10,19.2,1024.4
19,2400,11,19.2,1024.4
20,2500,12,19.2,1024.4
21,2650,4,19.2,1024.4
22,2750,5,19.2,1024.4
23,2900,6,19.2,1024.3
24,3000,7,19.2,1024.4
25,3150,8,19.2,1024.4
26,3250,9,19.2,1024.4
27,3400,10,19.2,1024.4
28,3525,11,19.2,1024.4
29,3650,12,19.2,1024.3
30,3775,1,19.2,1024.3
31,3900,2,19.2,1024.3
32,4025,3,19.2,1024.3
33,4150,4,19.2,1024.3
34,4275,5,19.2,1024.3
35,4400,6,19.2,1024.3
36,4525,7,19.2,1024.3
37,4650,8,19.2,1024.3
38,4775,9,19.2,1024.3
39,4900,10,19.2,1024.3
40,5025,11,19.2,1024.3
41,5150,12,19.2,1024.3
42,5275,13,19.2,1024.3
43,5400,14,19.2,1024.3
44,5525,15,19.2,1024.3
45,5650,1,19.2,1024.3
46,5775,2,19.2,1024.3
47,5900,3,19.2,1024.3
48,6025,4,19.2,1024.3
49,6150,5,19.2,1024.3
50,6275,6,19.2,1024.3
51,6400,7,19.2,1024.3
52,6525,8,19.2,1024.3
53,6650,9,19.2,1024.3
54,6775,10,19.2,1024.3
55,6900,11,19.2,1024.3
56,7025,12,19.2,1024.3
57,7150,4,19.2,1024.3
58,7275,5,19.2,1024.3
59,7400,6,19.2,1024.3
60,7525,7,19.2,1024.3
61,7650,8,19.2,1024.3
62,7775,9,19.2,1024.3
63,7900,10,19.2,1024.3
64,8025,11,19.2,1024.3
65,8150,12,19.2,1024.3
66,8300,1,19.2,1024.3
67,8425,2,19.2,1024.3
68,8550,3,19.2,1024.2
69,8675,4,19.2,1024.2
70,8775,5,19.2,1024.3
71,8925,6,19.2,1024.2
72,9050,7,19.2,1024.2
73,9175,8,19.2,1024.3
74,9300,9,19.2,1024.3
75,9425,10,19.2,1024.2
76,9550,11,19.2,1024.3
77,9675,12,19.2,1024.3
78,9800,13,19.4,1024.2
79,9925,14,19.2,1024.2
80,10050,15,19.2,1024.3
81,10175,1,19.2,1024.3
82,10300,2,19.2,1024.3
83,10425,3,19.2,1024.2
84,10550,4,19.2,1024.3
85,10675,5,19.2,1024.2
86,10800,6,19.2,1024.2
87,10925,7,19.2,1024.2
88,11050,8,19.2,1024.2
89,11175,9,19.2,1024.2
90,11300,10,19.2,1024.2
91,11425,11,19.2,1024.2
92,11550,12,19.2,1024.2
93,11675,4,19.2,1024.2
94,11800,5,19.2,1024.2
95,11925,6,19.2,1024.2
96,12050,7,19.2,1024.2
97,12175,8,19.2,1024.2
98,12300,9,19.2,1024.2
99,12425,10,19.2,1024.2
100,12550,11,19.2,1024.2
101,12675,12,19.2,1024.1
102,12800,1,19.2,1024.2
103,12925,2,19.2,1024.1
104,13050,3,19.2,1024.1
105,13175,4,19.2,1024.2
106,13300,5,19.2,1024.1
107,13425,6,19.2,1024.1
108,13550,7,19.2,1024.2
109,13675,8,19.2,1024.1
110,13800,9,19.2,1024.2
111,13925,10,19.2,1024.1
112,14050,11,19.2,1024.1
113,14175,12,19.2,1024.1
114,14300,13,19.2,1024.1
115,14425,14,19.2,1024.2
116,14550,15,19.2,1024.1
117,14675,1,19.2,1024.1
118,14800,2,19.2,1024.1
119,14925,3,19.2,1024.1
120,15050,4,19.2,1024.1
121,15175,5,19.2,1024.1
122,15300,6,19.2,1024.2
123,15425,7,19.2,1024.1
124,15550,8,19.2,1024.1
125,15675,9,19.2,1024.2
126,15800,10,19.2,1024.1
127,15925,11,19.2,1024.1
128,16050,12,19.2,1024.2
129,16175,4,19.2,1024.2
130,16300,5,19.2,1024.2
131,16425,6,19.2,1024.1
132,16550,7,19.2,1024.1
133,16675,8,19.2,1024.1
134,16800,9,19.2,1024.1
135,16925,10,19.2,1024.2
136,17050,11,19.2,1024.2
137,17175,12,19.2,1024.1
138,17325,1,19.2,1024.2
139,17450,2,19.2,1024.2
140,17575,3,19.2,1024.1
141,17700,4,19.2,1024.1
142,17825,5,19.2,1024.1
143,17950,6,19.2,1024.1
144,18075,7,19.2,1024.1
145,18200,8,19.2,1024.1
146,18325,9,19.2,1024.1
147,18450,10,19.2,1024.1
148,18575,11,19.2,1024.1
149,18700,12,19.2,1024.1
150,18825,13,19.2,1024.1
151,18950,14,19.2,1024.1
152,19075,15,19.2,1024.1
153,19200,1,19.2,1024.1
154,19325,2,19.2,1024.0
155,19450,3,19.2,1024.1
156,19575,4,19.2,1024.1
157,19700,5,19.2,1024.1
158,19825,6,19.2,1024.1
159,19950,7,19.2,1024.1
160,20075,8,19.2,1024.1
161,20200,9,19.2,1024.1
162,20325,10,19.2,1024.1
163,20450,11,19.2,1024.1
164,20575,12,19.2,1024.1
165,20700,4,19.2,1024.1
166,20825,5,19.2,1024.1
167,20950,6,19.2,1024.0
168,21075,7,19.2,1024.0
169,21200,8,19.2,1024.1
170,21325,9,19.2,1024.0
171,21450,10,19.2,1024.1
172,21575,11,19.2,1024.1
173,21700,12,19.2,1024.1
174,21825,1,19.2,1024.0
175,21950,2,19.2,1024.1
176,22075,3,19.2,1024.1
177,22200,4,19.2,1024.1
178,22325,5,19.2,1024.1
179,22450,6,19.2,1024.1
180,22575,7,19.2,1024.1
181,22700,8,19.2,1024.1
182,22825,9,19.2,1024.1
183,22950,10,19.2,1024.1
184,23075,11,19.2,1024.1
185,23200,12,19.2,1024.1
186,23325,13,19.2,1024.1
187,23450,14,19.2,1024.1
188,23575,15,19.2,1024.1
189,23700,1,19.2,1024.1
190,23825,2,19.2,1024.1
191,23950,3,19.2,1024.1
192,24075,4,19.2,1024.1
193,24200,5,19.2,1024.1
194,24325,6,19.2,1024.1
195,24450,7,19.2,1024.1
196,24575,8,19.2,1024.1
197,24700,9,19.2,1024.1
198,24825,10,19.2,1024.1
199,24950,11,19.2,1024.0
200,25075,12,19.2,1024.1
201,25200,4,19.2,1024.1
202,25325,5,19.2,1024.1
203,25450,6,19.2,1024.0
204,25575,7,19.2,1024.0
205,25700,8,19.2,1024.1
206,25825,9,19.2,1024.0
207,25950,10,19.2,1024.1
208,26100,11,19.2,1024.1
209,26200,12,19.2,1024.0
210,26350,1,19.2,1024.1
211,26475,2,19.2,1024.1
212,26600,3,19.2,1024.1
213,26725,4,19.2,1024.0
214,26850,5,19.2,1024.0
215,26975,6,19.2,1024.1
216,27100,7,19.2,1024.1
217,27225,8,19.2,1024.1
218,27350,9,19.2,1024.1
219,27475,10,19.2,1024.0
220,27600,11,19.2,1024.1
221,27725,12,19.2,1024.0
222,27850,13,19.2,1024.1
223,27975,14,19.2,1024.1
224,28100,15,19.2,1024.1
225,28225,1,19.2,1024.1
226,28350,2,19.2,1024.0
227,28475,3,19.2,1024.1
228,28600,4,19.2,1024.1
229,28725,5,19.2,1024.1
230,28850,6,19.2,1024.1
231,28975,7,19.2,1024.1
232,29100,8,19.2,1024.1
233,29225,9,19.2,1024.1
234,29350,10,19.2,1024.1
235,29475,11,19.2,1024.0
236,29600,12,19.2,1024.1
237,29725,4,19.2,1024.1
238,29850,5,19.4,1024.1
239,29975,6,19.2,1024.1
240,30100,7,19.2,1024.1
241,30225,8,19.2,1024.1
242,30350,9,19.2,1024.1
243,30475,10,19.2,1024.0
244,30600,11,19.2,1024.0
245,30725,12,19.2,1024.0
246,30850,1,19.2,1024.0
247,30975,2,19.2,1024.0
248,31125,3,19.2,1024.1
249,31225,4,19.2,1024.0
250,31375,5,19.2,1024.0
251,31475,6,19.2,1024.1
252,31625,7,19.2,1024.1
253,31725,8,19.4,1024.1
254,31875,9,19.2,1024.1
255,31975,10,19.2,1024.1
256,32125,11,19.4,1024.1
257,32250,12,19.4,1024.1
258,32350,13,19.4,1024.1
259,32500,14,19.4,1024.1
260,32600,15,19.2,1024.1
261,32750,1,19.2,1024.1
262,32850,2,19.2,1024.1
263,33000,3,19.2,1024.1
264,33100,4,19.5,1024.1
265,33250,5,19.2,1024.1
266,33350,6,19.4,1024.1
267,33500,7,19.2,1024.1
268,33625,8,19.2,1024.1
269,33750,9,19.2,1024.1
270,33875,10,19.2,1024.1
271,34000,11,19.2,1024.1
272,34125,12,19.2,1024.0
273,34225,4,19.2,1024.1
274,34375,5,19.2,1024.1
275,34475,6,19.2,1024.1
276,34625,7,19.2,1024.0
277,34725,8,19.2,1024.1
278,34875,9,19.2,1024.0
279,35000,10,19.2,1024.1
280,35125,11,19.2,1024.1
281,35250,12,19.2,1024.1
282,35375,1,19.2,1024.1
283,35500,2,19.2,1024.1
284,35625,3,19.2,1024.1
285,35750,4,19.2,1024.1
286,35875,5,19.2,1024.0
287,36000,6,19.2,1024.1
288,36125,7,19.2,1024.1
289,36250,8,19.2,1024.1
290,36375,9,19.2,1024.0
291,36500,10,19.2,1024.1
292,36625,11,19.2,1024.1
293,36750,12,19.2,1024.1
294,36875,13,19.2,1024.1
295,37000,14,19.2,1024.1
296,37125,15,19.2,1024.1
297,37250,1,19.2,1024.1
298,37375,2,19.2,1024.0
299,37500,3,19.2,1024.1
300,37625,4,19.2,1024.1
301,37750,5,19.2,1024.1
302,37875,6,19.2,1024.1
303,38000,7,19.2,1024.1
304,38125,8,19.2,1024.1
305,38250,9,19.2,1024.1
306,38375,10,19.2,1024.1
307,38500,11,19.2,1024.0
308,38625,12,19.2,1024.1
309,38750,4,19.2,1024.1
310,38875,5,19.2,1024.1
311,39000,6,19.2,1024.1
312,39125,7,19.2,1024.1
313,39250,8,19.2,1024.1
314,39375,9,19.2,1024.1
315,39500,10,19.2,1024.1
316,39625,11,19.2,1024.1
317,39750,12,19.2,1024.1
318,39900,1,19.2,1024.1
319,40025,2,19.2,1024.0
320,40150,3,19.2,1024.1
321,40275,4,19.2,1024.0
322,40400,5,19.2,1024.0
323,40525,6,19.2,1024.0
324,40650,7,19.2,1024.0
325,40775,8,19.2,1024.0
326,40900,9,19.2,1024.1
327,41025,10,19.2,1024.0
328,41150,11,19.2,1024.0
329,41275,12,19.2,1024.1
330,41400,13,19.2,1024.1
331,41525,14,19.2,1024.0
332,41650,15,19.2,1024.0
333,41775,1,19.2,1024.0
334,41900,2,19.2,1024.1
335,42025,3,19.2,1024.1
336,42150,4,19.2,1024.0
337,42275,5,19.2,1024.0
338,42400,6,19.2,1024.0
339,42525,7,19.2,1024.0
340,42650,8,19.2,1024.0
341,42775,9,19.2,1024.0
342,42900,10,19.2,1024.0
343,43025,11,19.2,1024.0
344,43150,12,19.2,1024.0
345,43275,4,19.2,1024.0
346,43400,5,19.2,1024.0
347,43525,6,19.2,1024.1
348,43650,7,19.2,1024.0
349,43775,8,19.2,1024.0
350,43900,9,19.2,1024.0
351,44025,10,19.2,1024.0
352,44150,11,19.2,1024.1
353,44275,12,19.2,1024.0
354,44400,1,19.2,1024.0
355,44525,2,19.2,1024.0
356,44650,3,19.2,1024.0
357,44775,4,19.2,1024.0
358,44900,5,19.2,1024.0
359,45025,6,19.2,1024.0
360,45150,7,19.2,1024.0
361,45275,8,19.2,1024.0
362,45400,9,19.2,1024.0
363,45525,10,19.2,1024.0
364,45650,11,19.2,1024.0
365,45775,12,19.2,1024.0
366,45900,13,19.2,1024.0
367,46025,14,19.2,1024.0
368,46150,15,19.2,1024.0
369,46275,1,19.2,1024.0
370,46400,2,19.2,1024.0
371,46525,3,19.2,1024.0
372,46650,4,19.2,1024.0
373,46775,5,19.2,1024.0
374,46900,6,19.2,1024.0
375,47025,7,19.2,1024.1
376,47150,8,19.2,1024.0
377,47275,9,19.2,1024.0
378,47400,10,19.2,1024.0
379,47525,11,19.2,1024.0
380,47650,12,19.2,1024.0
381,47775,4,19.2,1024.1
382,47900,5,19.2,1024.0
383,48025,6,19.2,1024.0
384,48150,7,19.2,1024.0
385,48275,8,19.2,1024.0
386,48400,9,19.2,1024.0
387,48525,10,19.2,1024.0
388,48650,11,19.2,1024.0
389,48775,12,19.2,1024.0
390,48925,1,19.2,1024.0
391,49050,2,19.2,1024.0
392,49175,3,19.2,1024.0
393,49300,4,19.2,1024.0
394,49425,5,19.2,1024.0
395,49550,6,19.2,1024.0
396,49675,7,19.2,1024.0
397,49800,8,19.2,1024.0
398,49925,9,19.2,1024.0
399,50050,10,19.2,1024.0
400,50175,11,19.2,1024.0
401,50300,12,19.2,1024.0
402,50425,13,19.2,1024.0
403,50550,14,19.2,1024.0
404,50675,15,19.2,1024.0
405,50800,1,19.2,1024.0
406,50925,2,19.2,1024.0
407,51050,3,19.2,1024.0
408,51175,4,19.2,1024.0
409,51300,5,19.2,1024.0
410,51425,6,19.2,1023.9
411,51550,7,19.2,1024.0
412,51675,8,19.2,1024.0
413,51800,9,19.2,1024.0
